"","Species","FUSE","FUn","FSp","Order","Superorder","iucn","ext_prob100","iucn_status","ED2","EDGE2","iucn_cat2"
"368","Etmopterus pseudosqualiolus",0.000465184082063667,0.00029701523024523,0.265759908966388,"Squaliformes","Selachii","0",0.001748844,"LC",23.9393840942736,0.0418662482369659,"NoT"
"369","Etmopterus pusillus",0.000465163682948017,0.000293324948448783,0.265751931197542,"Squaliformes","Selachii","0",0.001748844,"LC",19.6903274573471,0.0344353110318168,"NoT"
"370","Etmopterus pycnolepis",0.000465083568746666,0.000263034734022999,0.265736404380202,"Squaliformes","Selachii","0",0.001748844,"LC",12.4755942739148,0.0218178681923703,"NoT"
"371","Etmopterus robinsi",0.000591315847859423,0.0123247671060989,0.325886317093926,"Squaliformes","Selachii","0",0.001748844,"LC",14.5434566110446,0.0254342368334858,"NoT"
"372","Etmopterus schultzi",0.000469175768323017,2.79007518471071e-05,0.268312686283185,"Squaliformes","Selachii","0",0.001748844,"LC",21.7369454999276,0.0380145267158754,"NoT"
"373","Etmopterus sculptus",0.000466095508827576,0.000310661906341261,0.266267657957674,"Squaliformes","Selachii","0",0.001748844,"LC",11.8076661596955,0.0206497661173865,"NoT"
"374","Etmopterus sentosus",0.000472099280787819,0.00035986366688129,0.269653036514434,"Squaliformes","Selachii","0",0.001748844,"LC",25.8856078536309,0.0452698899811754,"NoT"
"375","Etmopterus spinax",0.0158995162279901,0.000349248641557813,0.159911027414389,"Squaliformes","Selachii","2",0.1,"VU",4.96006096963481,0.496006096963481,"AT"
"376","Etmopterus splendidus",0.000468674754020275,0.000100238490764308,0.267953697163183,"Squaliformes","Selachii","0",0.001748844,"LC",13.7249841116524,0.0240028561137586,"NoT"
"377","Etmopterus unicolor",0.000470389458895095,0.000320679947675209,0.268714091486893,"Squaliformes","Selachii","0",0.001748844,"LC",7.37932513129594,0.0129052884799161,"NoT"
"378","Etmopterus viator",0.000357326121823222,9.92079190852541e-06,0.204347908840723,"Squaliformes","Selachii","0",0.001748844,"LC",12.7365118519826,0.0222741723332686,"NoT"
"379","Etmopterus villosus",0.000467074591524218,0.000251909601712234,0.26688654426948,"Squaliformes","Selachii","0",0.001748844,"LC",10.0991488354828,0.0176618358460411,"NoT"
"380","Etmopterus virens",0.000623221037258559,0.0223943750401272,0.334065320033681,"Squaliformes","Selachii","0",0.001748844,"LC",15.4110203517835,0.0269514704760945,"NoT"
"381","Eucrossorhinus dasypogon",7.19873608007748e-05,3.57365031126806e-05,0.0411285682934179,"Orectolobiformes","Selachii","0",0.001748844,"LC",58.0004485325,0.101433736413371,"NoT"
"382","Euprotomicroides zantedeschia",0.000578928898636237,0.01112050709353,0.32000429675682,"Squaliformes","Selachii","0",0.001748844,"LC",20.3061620436454,0.0355123096530569,"NoT"
"383","Euprotomicrus bispinatus",0.000804780552239339,0.0155557337686854,0.444795968930191,"Squaliformes","Selachii","0",0.001748844,"LC",21.5015170322754,0.0376027990527926,"NoT"
"384","Eusphyra blochii",0.249037278606743,0.000557497216605534,0.419903055249921,"Carcharhiniformes","Selachii","3",0.67232,"EN",54.0871980722457,36.3639050079323,"AT"
"385","Fenestraja atripinna",0.000405290454931792,3.86973647552085e-05,0.231755887386984,"Rajiformes","Batoidea","0",0.001748844,"LC",13.0405125559437,0.0228058221403868,"NoT"
"386","Fenestraja cubensis",0.000610319665309842,3.67922376664539e-05,0.349054326795384,"Rajiformes","Batoidea","0",0.001748844,"LC",14.5455783683075,0.0254379474559443,"NoT"
"387","Fenestraja ishiyamai",0.000590607018926958,3.1040936185416e-05,0.337781496674386,"Rajiformes","Batoidea","0",0.001748844,"LC",14.3811861017707,0.0251504510269651,"NoT"
"388","Fenestraja maceachrani",0.000375912720120723,5.76500473938335e-06,0.214983896949517,"Rajiformes","Batoidea","0",0.001748844,"LC",14.0902432010767,0.0246416372807439,"NoT"
"389","Fenestraja mamillidens",0.000614308048325801,9.25732993340272e-05,0.351280490678796,"Rajiformes","Batoidea","0",0.001748844,"LC",12.582129740566,0.0220041821040105,"NoT"
"390","Fenestraja plutonia",0.000412075296538402,0.00010717446268967,0.23556858278618,"Rajiformes","Batoidea","0",0.001748844,"LC",13.4527464897301,0.0235267549820856,"NoT"
"391","Fenestraja sinusmexicanus",2.74574207640379e-05,2.51874790455637e-05,0.0156753532866624,"Rajiformes","Batoidea","0",0.001748844,"LC",13.2888553123413,0.0232401348798561,"NoT"
"392","Figaro boardmani",7.58939634110251e-06,6.2607251954567e-05,0.00427707331508672,"Carcharhiniformes","Selachii","0",0.001748844,"LC",11.3290886827605,0.0198128087683137,"NoT"
"393","Figaro striatus",8.78410209516042e-05,9.15774215646312e-06,0.0502210958884343,"Carcharhiniformes","Selachii","0",0.001748844,"LC",11.3290886827605,0.0198128087683137,"NoT"
"394","Furgaleus macki",0.000320851493846427,9.38453084492319e-05,0.183400462675927,"Carcharhiniformes","Selachii","0",0.001748844,"LC",50.6536908112723,0.0885854032531488,"NoT"
"395","Galeocerdo cuvier",0.0106120404958181,0.31247150440153,0.442377155885138,"Carcharhiniformes","Selachii","1",0.014096969,"NT",83.945814028,1.18338153803248,"NoT"
"396","Galeorhinus galeus",0.308103678855579,0.011442897334482,0.345798827669379,"Carcharhiniformes","Selachii","4",0.999023438,"CR",55.3214443056693,55.2674194853753,"AT"
"397","Galeus antillensis",0.000567332133963972,5.30174194270432e-05,0.324443075238681,"Carcharhiniformes","Selachii","0",0.001748844,"LC",15.1391303089536,0.0264759772060317,"NoT"
"398","Galeus arae",0.000599803354850901,5.9033246458425e-05,0.343015140848854,"Carcharhiniformes","Selachii","0",0.001748844,"LC",15.0470540167438,0.0263149501348583,"NoT"
"399","Galeus atlanticus",0.00297877511383196,3.82493246637929e-06,0.21161726269381,"Carcharhiniformes","Selachii","1",0.014096969,"NT",8.60346546801413,0.121282785995166,"NoT"
"400","Galeus eastmani",0.000365092448546289,1.29718470396837e-05,0.208787295428025,"Carcharhiniformes","Selachii","0",0.001748844,"LC",44.2229488062153,0.0773390386820568,"NoT"
"401","Galeus gracilis",0.000391589865524048,1.38978885293325e-05,0.223943491864568,"Carcharhiniformes","Selachii","0",0.001748844,"LC",10.8039093062081,0.0188943519667063,"NoT"
"402","Galeus longirostris",0.000344993502747938,3.92549700407876e-06,0.197299560395263,"Carcharhiniformes","Selachii","0",0.001748844,"LC",15.3304947159428,0.0268106437010082,"NoT"
"403","Galeus melastomus",0.000297586521597525,0.000140727543603011,0.170046397019631,"Carcharhiniformes","Selachii","0",0.001748844,"LC",7.95359825037273,0.0139096025785748,"NoT"
"404","Galeus mincaronei",0.0211839325191531,1.37366132346947e-05,0.214085017883748,"Carcharhiniformes","Selachii","2",0.1,"VU",13.1721752619258,1.31721752619258,"AT"
"405","Galeus murinus",0.000353583289556567,1.42303282009235e-05,0.202202661913557,"Carcharhiniformes","Selachii","0",0.001748844,"LC",21.3702202765316,0.0373731815092906,"NoT"
"406","Galeus nipponensis",0.000346546821055782,0,0.198191991591237,"Carcharhiniformes","Selachii","0",0.001748844,"LC",13.2660339192126,0.0232002238234114,"NoT"
"407","Galeus piperatus",0.000385032578620918,4.08897850884009e-05,0.220165535513418,"Carcharhiniformes","Selachii","0",0.001748844,"LC",11.5199712831684,0.0201466326587413,"NoT"
"408","Galeus polli",0.00113416388390694,0.000380515164352867,0.0109671404291706,"Carcharhiniformes","Selachii","2",0.1,"VU",8.4773589017522,0.84773589017522,"AT"
"409","Galeus priapus",0.000370023804591814,3.82493246637929e-06,0.21161726269381,"Carcharhiniformes","Selachii","0",0.001748844,"LC",13.5078835148585,0.0236231810376592,"NoT"
"410","Galeus sauteri",8.23953831673084e-05,9.99360784819247e-06,0.047106145007331,"Carcharhiniformes","Selachii","0",0.001748844,"LC",44.2229488062153,0.0773390386820568,"NoT"
"411","Galeus schultzi",0.000402278124659866,5.83737571498419e-05,0.230013038153075,"Carcharhiniformes","Selachii","0",0.001748844,"LC",12.8006396111981,0.0223863217802062,"NoT"
"412","Galeus springeri",0.000361874200871193,5.77888326115822e-06,0.206953607763437,"Carcharhiniformes","Selachii","0",0.001748844,"LC",12.0673187570247,0.0211038580043101,"NoT"
"413","Ginglymostoma cirratum",0.0345752639101829,0.000437128623361239,0.351346884338955,"Orectolobiformes","Selachii","2",0.1,"VU",38.1749496397437,3.81749496397437,"AT"
"414","Glaucostegus cemiculus",0.297981351032276,0.000624936817742832,0.346634646768179,"Rhinopristiformes","Batoidea","4",0.999023438,"CR",127.649502395396,127.524844742038,"AT"
"415","Glaucostegus granulatus",0.227463401917428,0.0138140085661875,0.238554971413799,"Rhinopristiformes","Batoidea","4",0.999023438,"CR",127.629491942812,127.504853830902,"AT"
"416","Glaucostegus halavi",0.218375895954624,0.00744959953223929,0.235093937364072,"Rhinopristiformes","Batoidea","4",0.999023438,"CR",127.616014363698,127.491389413479,"AT"
"417","Glaucostegus obtusus",0.211113568804545,9.77260735374427e-05,0.235161693315759,"Rhinopristiformes","Batoidea","4",0.999023438,"CR",127.625817020412,127.501182497291,"AT"
"418","Glaucostegus thouin",0.244488403713648,0.0270162239273628,0.243646393406499,"Rhinopristiformes","Batoidea","4",0.999023438,"CR",127.602382408801,127.477770771031,"AT"
"419","Glaucostegus typus",0.457546799779676,0.0321516356541253,0.531535173366709,"Rhinopristiformes","Batoidea","4",0.999023438,"CR",127.601936412249,127.477325210022,"AT"
"420","Glyphis gangeticus",0.792441352901862,0.299546100676462,0.700723698245738,"Carcharhiniformes","Selachii","4",0.999023438,"CR",26.8844754207787,26.8582210636929,"AT"
"421","Glyphis garricki",0.132436792541007,0.580706736943224,0.789514199029431,"Carcharhiniformes","Selachii","2",0.1,"VU",19.3060154283275,1.93060154283275,"AT"
"422","Glyphis glyphis",0.0532998712480719,0.0152433947588031,0.531405419646292,"Carcharhiniformes","Selachii","2",0.1,"VU",19.3060154280757,1.93060154280757,"AT"
"423","Gollum attenuatus",2.61820023585571e-08,4.05195114541857e-06,1.09190826018352e-05,"Carcharhiniformes","Selachii","0",0.001748844,"LC",47.8000631210574,0.0835948535888826,"NoT"
"424","Gurgesiella atlantica",0.000362894607943657,3.00057064089095e-06,0.2075400737419,"Rajiformes","Batoidea","0",0.001748844,"LC",15.6689818597575,0.0274026049115457,"NoT"
"425","Gurgesiella dorsalifera",0.0204846991658724,5.77888326115822e-06,0.206953607763437,"Rajiformes","Batoidea","2",0.1,"VU",14.0340301787998,1.40340301787998,"AT"
"426","Gurgesiella furvescens",0.000549782537878663,2.5477880818004e-05,0.314430054743459,"Rajiformes","Batoidea","0",0.001748844,"LC",14.5666987769477,0.0254748837558723,"NoT"
"427","Gymnura altavela",0.209687312565488,0.000739720774297253,0.34608418219542,"Myliobatiformes","Batoidea","3",0.67232,"EN",24.007465711493,16.140699347151,"AT"
"428","Gymnura australis",0.000581873699632991,0.000893227557767268,0.331922114575029,"Myliobatiformes","Batoidea","0",0.001748844,"LC",42.438762012809,0.0742187743135289,"NoT"
"429","Gymnura crebripunctata",0.0127883544545754,0.479825013561231,0.430260587810591,"Myliobatiformes","Batoidea","1",0.014096969,"NT",35.9379668412586,0.50661640448425,"NoT"
"430","Gymnura japonica",0.00714945950703287,0.00358876892851409,0.068137557165064,"Myliobatiformes","Batoidea","2",0.1,"VU",48.6345063327836,4.86345063327836,"AT"
"431","Gymnura marmorata",0.00470817521309881,7.10260498198665e-05,0.334701034569662,"Myliobatiformes","Batoidea","1",0.014096969,"NT",36.1207313363192,0.50919282990542,"NoT"
"432","Gymnura micrura",0.00468027110608724,0.00063545619448776,0.33214521021765,"Myliobatiformes","Batoidea","1",0.014096969,"NT",35.4248993983835,0.49938370864713,"NoT"
"433","Gymnura natalensis",0.000604448961621813,0.000748080771425651,0.344983664538597,"Myliobatiformes","Batoidea","0",0.001748844,"LC",29.504711759523,0.0515991381323713,"NoT"
"434","Gymnura poecilura",0.00675825474180974,0.00194271724202535,0.0658559215997598,"Myliobatiformes","Batoidea","2",0.1,"VU",50.714393301883,5.0714393301883,"AT"
"435","Gymnura tentaculata",0.0656180314425188,0.00235479961528071,0.0653764622916696,"Myliobatiformes","Batoidea","4",0.999023438,"CR",25.0475171411533,25.0230566877189,"AT"
"436","Gymnura zonura",0.0272729198548548,7.70584605800272e-05,0.0410444319913217,"Myliobatiformes","Batoidea","3",0.67232,"EN",43.731021327867,29.4012402591515,"AT"
"437","Halaelurus boesemani",0.00801632306730849,0.0123098491160832,0.0680917291342108,"Carcharhiniformes","Selachii","2",0.1,"VU",13.4558117229271,1.34558117229271,"AT"
"438","Halaelurus buergeri",0.0314067554216488,2.33612150394212e-05,0.0474312001459941,"Carcharhiniformes","Selachii","3",0.67232,"EN",14.417173779832,9.69295427565666,"AT"
"439","Halaelurus lineatus",7.95090063016868e-05,1.33304679054189e-05,0.0454522258501046,"Carcharhiniformes","Selachii","0",0.001748844,"LC",14.4219393561306,0.0252217221113329,"NoT"
"440","Halaelurus maculosus",0.000651638300957992,2.03483702270552e-05,0.0462201219336875,"Carcharhiniformes","Selachii","1",0.014096969,"NT",12.0564655791027,0.169959621518178,"NoT"
"441","Halaelurus natalensis",0.00470055363656656,9.99360784819247e-06,0.047106145007331,"Carcharhiniformes","Selachii","2",0.1,"VU",14.1716808964676,1.41716808964676,"AT"
"442","Halaelurus quagga",0.00044754230852001,4.74246996585257e-05,0.255917334535982,"Carcharhiniformes","Selachii","0",0.001748844,"LC",12.5957366856657,0.0220279785283064,"NoT"
"443","Halaelurus sellus",8.78410209516042e-05,9.15774215646312e-06,0.0502210958884343,"Carcharhiniformes","Selachii","0",0.001748844,"LC",21.6380601491434,0.0378415916634685,"NoT"
"444","Haploblepharus edwardsii",0.0290826174211746,2.90463471395863e-05,0.0438623602880946,"Carcharhiniformes","Selachii","3",0.67232,"EN",12.8656665352319,8.64984492496712,"AT"
"445","Haploblepharus fuscus",0.00430511503228337,1.23416611351515e-05,0.0431315586357625,"Carcharhiniformes","Selachii","2",0.1,"VU",13.8919536735317,1.38919536735317,"AT"
"446","Haploblepharus kistnasamyi",0.00470055363656656,9.99360784819247e-06,0.0471061450073311,"Carcharhiniformes","Selachii","2",0.1,"VU",14.8013874834406,1.48013874834406,"AT"
"447","Haploblepharus pictus",7.52520051245761e-05,2.62403011458175e-05,0.0430049466866106,"Carcharhiniformes","Selachii","0",0.001748844,"LC",16.583632842477,0.0290021867947689,"NoT"
"448","Hemigaleus australiensis",0.000300474797491719,0.000124436483654079,0.171714720818966,"Carcharhiniformes","Selachii","0",0.001748844,"LC",29.3789516908456,0.0513792033908252,"NoT"
"449","Hemigaleus microstoma",0.0323924865207623,0.000336059834988764,0.328881228250203,"Carcharhiniformes","Selachii","2",0.1,"VU",26.3278866881394,2.63278866881394,"AT"
"450","Hemipristis elongata",0.0199683118345254,0.00416388741608174,0.197444021417128,"Carcharhiniformes","Selachii","2",0.1,"VU",91.7945754840398,9.17945754840398,"AT"
"451","Hemiscyllium freycineti",0.000608013453161324,1.23416611351515e-05,0.0431315586357625,"Orectolobiformes","Selachii","1",0.014096969,"NT",11.7480007687826,0.165611202649505,"NoT"
"452","Hemiscyllium galei",0.0240053548444725,4.47033406265903e-05,0.242912238967056,"Orectolobiformes","Selachii","2",0.1,"VU",13.7795760234409,1.37795760234409,"AT"
"453","Hemiscyllium hallstromi",0.0234561822757058,3.00610386514052e-05,0.237303646543119,"Orectolobiformes","Selachii","2",0.1,"VU",14.6277100724564,1.46277100724564,"AT"
"454","Hemiscyllium henryi",0.00418153681173399,1.96890769248487e-05,0.0418831448130998,"Orectolobiformes","Selachii","2",0.1,"VU",12.6840602408596,1.26840602408596,"AT"
"455","Hemiscyllium michaeli",0.0236021539383205,4.31949252530214e-05,0.23878466438599,"Orectolobiformes","Selachii","2",0.1,"VU",10.8393681372706,1.08393681372706,"AT"
"456","Hemiscyllium ocellatum",7.19038423969811e-05,6.55254730542793e-05,0.0410510174051744,"Orectolobiformes","Selachii","0",0.001748844,"LC",12.1916433157843,0.0213212822629494,"NoT"
"457","Hemiscyllium strahani",0.0234029655330639,3.89318880224084e-06,0.236785652471954,"Orectolobiformes","Selachii","2",0.1,"VU",11.9709126801451,1.19709126801451,"AT"
"458","Hemiscyllium trispeculare",0.00041431433747677,5.26754680815805e-06,0.236951358486658,"Orectolobiformes","Selachii","0",0.001748844,"LC",12.9340628977658,0.0226196582943804,"NoT"
"459","Hemitriakis abdita",0.000567364031679691,0.012821118582189,0.311686265151605,"Carcharhiniformes","Selachii","0",0.001748844,"LC",19.4657239344649,0.0340425145084454,"NoT"
"460","Hemitriakis complicofasciata",0.0165492381434526,4.28939103357783e-05,0.166825743817003,"Carcharhiniformes","Selachii","2",0.1,"VU",3.93154889251023,0.393154889251023,"AT"
"461","Hemitriakis falcata",0.00056894061505697,0.0019831533354636,0.323432109961948,"Carcharhiniformes","Selachii","0",0.001748844,"LC",5.55378311739336,0.00971270028215468,"NoT"
"462","Hemitriakis japanica",0.110917393926027,0.000130039607150018,0.174329087060001,"Carcharhiniformes","Selachii","3",0.67232,"EN",18.3744468051462,12.3535080760359,"AT"
"463","Hemitriakis leucoperiptera",0.154965330176775,3.94815846163997e-05,0.167735230611109,"Carcharhiniformes","Selachii","4",0.999023438,"CR",13.3661320729716,13.3530792163022,"AT"
"464","Heptranchias perlo",0.00254994292398799,0.000358676346222093,0.180757130152071,"Hexanchiformes","Selachii","1",0.014096969,"NT",42.6158817702104,0.600754764222321,"NoT"
"465","Heterodontus francisci",7.18741784769239e-05,8.96496755448984e-06,0.0410906187351278,"Heterodontiformes","Selachii","0",0.001748844,"LC",39.2681071588802,0.0686737935961647,"NoT"
"466","Heterodontus galeatus",7.21250573058683e-05,3.35995850852965e-05,0.0412094467618461,"Heterodontiformes","Selachii","0",0.001748844,"LC",15.7111258590607,0.0274763081918631,"NoT"
"467","Heterodontus japonicus",7.1826697253292e-05,2.25946296265184e-06,0.041070172708411,"Heterodontiformes","Selachii","0",0.001748844,"LC",17.8392124885323,0.0311979997252948,"NoT"
"468","Heterodontus mexicanus",7.44671452304342e-05,2.73887853733876e-05,0.0425549767157319,"Heterodontiformes","Selachii","0",0.001748844,"LC",40.2645071855394,0.0704163418043875,"NoT"
"469","Heterodontus omanensis",0.000422105259084503,6.70550459183786e-06,0.241406681335228,"Heterodontiformes","Selachii","0",0.001748844,"LC",14.9765497942766,0.0261916492484219,"NoT"
"470","Heterodontus portusjacksoni",0.000475875275910147,0.00875120990049297,0.263417989914476,"Heterodontiformes","Selachii","0",0.001748844,"LC",13.5861957557246,0.0237601369302245,"NoT"
"471","Heterodontus quoyi",0.000410081989060881,0.000206770114395402,0.23432869216007,"Heterodontiformes","Selachii","0",0.001748844,"LC",15.9874391113874,0.0279595369653152,"NoT"
"472","Heterodontus ramalheira",0.000256204832475464,0.000624449244402535,0.145893694799103,"Heterodontiformes","Selachii","0",0.001748844,"LC",24.2796119664653,0.042461253709881,"NoT"
"473","Heterodontus zebra",7.18741784769239e-05,8.96496755448984e-06,0.0410906187351278,"Heterodontiformes","Selachii","0",0.001748844,"LC",15.4115700728558,0.0269524318524934,"NoT"
"474","Heteronarce bentuviai",0.00751738379239375,0.00355176251377538,0.0718798100622464,"Torpediniformes","Batoidea","2",0.1,"VU",11.8041714878248,1.18041714878248,"AT"
"475","Heteronarce garmani",0.000315254442101876,0.00091565613920996,0.0214508707882344,"Torpediniformes","Batoidea","1",0.014096969,"NT",10.9297870198856,0.15407686879593,"NoT"
"476","Heteronarce mollis",0.000315943970706705,0.000964692151883675,0.179722296507324,"Torpediniformes","Batoidea","0",0.001748844,"LC",10.6443429245672,1.06443429245672,"NoT"
"477","Heteronarce prabhui",0.00065416675467766,0.00320013002351465,0.370976833441803,"Torpediniformes","Batoidea","0",0.001748844,"LC",9.69763818959266,0.01695965636204,"NoT"
"478","Heteroscymnoides marleyi",0.000786575212625134,0.00761741719903231,0.442322279546954,"Squaliformes","Selachii","0",0.001748844,"LC",21.0136439516852,0.0367495851430409,"NoT"
"479","Hexanchus griseus",0.00650243114518493,0.193175554524589,0.268859700501871,"Hexanchiformes","Selachii","1",0.014096969,"NT",19.0383996346152,0.268383729458781,"NoT"
"480","Hexanchus nakamurai",0.00264693102658297,1.37304788244705e-05,0.188000922062706,"Hexanchiformes","Selachii","1",0.014096969,"NT",19.0383996346431,0.268383729459175,"NoT"
"481","Hexatrygon bickelli",0.000339226662714466,0.000128815625141129,0.1938759842328,"Myliobatiformes","Batoidea","0",0.001748844,"LC",136.442203491,0.238616128922014,"NoT"
"482","Himantura astra",7.3514468364052e-05,1.13931362561205e-05,0.0420261866332033,"Myliobatiformes","Batoidea","0",0.001748844,"LC",1.02718607456006,0.00179638820337792,"NoT"
"483","Himantura dalyensis",0.000886869837937403,0.00902925451385577,0.498305569109165,"Myliobatiformes","Batoidea","0",0.001748844,"LC",21.6174891985661,0.0378056162799771,"NoT"
"484","Himantura fai",0.00415239496936518,2.32616272738484e-05,0.0415869227009635,"Myliobatiformes","Batoidea","2",0.1,"VU",22.2840411733751,2.22840411733751,"AT"
"485","Himantura gerrardi",0.253085686595431,0.00274350315020805,0.424830869386095,"Myliobatiformes","Batoidea","3",0.67232,"EN",23.9999681825228,16.1356586084738,"AT"
"486","Himantura granulata",0.0328639268925081,0.000127065170344234,0.333967795020194,"Myliobatiformes","Batoidea","2",0.1,"VU",29.5818105857966,2.95818105857966,"AT"
"487","Himantura hortlei",0.00469020712567569,0.000159136999274255,0.333331900809258,"Myliobatiformes","Batoidea","1",0.014096969,"NT",22.593298761808,0.318497032252946,"NoT"
"488","Himantura imbricata",0.0375169816081851,0.0187494316087806,0.362866491752903,"Myliobatiformes","Batoidea","2",0.1,"VU",1.51604171388342,0.151604171388342,"AT"
"489","Himantura jenkinsii",0.0329292748283387,7.10260498198665e-05,0.334701034569662,"Myliobatiformes","Batoidea","2",0.1,"VU",22.6409366341445,2.26409366341445,"AT"
"490","Himantura kittipongi",0.310926391900305,0.000553901826584307,0.541677691308214,"Myliobatiformes","Batoidea","3",0.67232,"EN",20.1393815672941,13.5401090153232,"AT"
"491","Himantura leoparda",0.00414206082703401,7.91563311896515e-05,0.04142702592017,"Myliobatiformes","Batoidea","2",0.1,"VU",26.1267622226647,2.61267622226647,"AT"
"492","Himantura lobistoma",0.238389603373034,0.00173191386562573,0.398214303096092,"Myliobatiformes","Batoidea","3",0.67232,"EN",42.3956305932147,28.5034303604301,"AT"
"493","Himantura oxyrhyncha",0.310926391900305,0.000553901826584307,0.541677691308214,"Myliobatiformes","Batoidea","3",0.67232,"EN",31.2076272794931,20.9815119725488,"AT"
"494","Himantura pacifica",0.0238888898519948,4.51892592530353e-06,0.24176052346665,"Myliobatiformes","Batoidea","2",0.1,"VU",53.5953640144409,5.35953640144409,"AT"
"495","Himantura pastinacoides",0.252156901258992,0.000421295937232218,0.426037519202804,"Myliobatiformes","Batoidea","3",0.67232,"EN",18.7956976723806,12.6367234590949,"AT"
"496","Himantura polylepis",0.31923723728148,0.0238772841650045,0.527035256807869,"Myliobatiformes","Batoidea","3",0.67232,"EN",25.0117740001434,16.8159158957764,"AT"
"497","Himantura randalli",0.000421541931201927,2.4342707638297e-05,0.2410667863696,"Myliobatiformes","Batoidea","0",0.001748844,"LC",17.615698208782,0.0308071081182391,"NoT"
"498","Himantura schmardae",0.204734868406156,0.000348356117967278,0.337506397609567,"Myliobatiformes","Batoidea","3",0.67232,"EN",24.80589594426,16.6774999612449,"AT"
"499","Himantura signifer",0.310926391900305,0.000553901826584307,0.541677691308214,"Myliobatiformes","Batoidea","3",0.67232,"EN",31.5526935163356,21.2135069049027,"AT"
"500","Himantura toshi",7.32788371941487e-05,1.96890769248487e-05,0.0418831448130998,"Myliobatiformes","Batoidea","0",0.001748844,"LC",1.01825540416241,0.00178076985403701,"NoT"
"501","Himantura uarnacoides",0.253213367877427,0.00291620648715355,0.42485341431032,"Myliobatiformes","Batoidea","3",0.67232,"EN",19.7637223675361,13.2875458221419,"AT"
"502","Himantura uarnak",0.262846191655181,0.00771502381560666,0.43716558172998,"Myliobatiformes","Batoidea","3",0.67232,"EN",20.2867801900972,13.6392080574061,"AT"
"503","Himantura undulata",0.0273516603220083,3.35995850852965e-05,0.0412094467618461,"Myliobatiformes","Batoidea","3",0.67232,"EN",20.3205705793182,13.6619260118872,"AT"
"504","Himantura walga",0.00080088302591645,0.000304458419451909,0.0565304823452134,"Myliobatiformes","Batoidea","1",0.014096969,"NT",12.8177945506907,0.180692052429455,"NoT"
"505","Holohalaelurus favus",0.130620847150842,3.00057064089095e-06,0.2075400737419,"Carcharhiniformes","Selachii","3",0.67232,"EN",19.0521326002324,12.8091297897882,"AT"
"506","Holohalaelurus grennian",0.000412075296538402,0.00010717446268967,0.23556858278618,"Carcharhiniformes","Selachii","0",0.001748844,"LC",21.2993911540849,0.0372493124234744,"NoT"
"507","Holohalaelurus melanostigma",0.000383011730187049,2.29226468747118e-05,0.219027531933131,"Carcharhiniformes","Selachii","0",0.001748844,"LC",20.4295190315592,0.0357280417812281,"NoT"
"508","Holohalaelurus punctatus",0.0105006408236981,2.51874790455637e-05,0.0156753532866624,"Carcharhiniformes","Selachii","3",0.67232,"EN",16.6823599451386,11.2158842383156,"AT"
"509","Holohalaelurus regani",4.71961777751611e-06,1.71214907902702e-06,0.00269700134432373,"Carcharhiniformes","Selachii","0",0.001748844,"LC",18.6562862158558,0.0326269342108821,"NoT"
"510","Hongeo koreana",0.0409127079560168,4.53980824791511e-05,0.0417546945319473,"Rajiformes","Batoidea","4",0.999023438,"CR",39.3719916731108,39.3335424821785,"AT"
"511","Hypnos monopterygius",6.79632096469872e-06,6.05551971493398e-05,0.00382563668230977,"Torpediniformes","Batoidea","0",0.001748844,"LC",156.125367047,0.273038911407944,"NoT"
"512","Hypogaleus hyugaensis",0.000617363164480603,0.0415287418930286,0.311569761279271,"Carcharhiniformes","Selachii","0",0.001748844,"LC",80.8061460211543,0.14131734363222,"NoT"
"513","Iago garricki",0.000566934498042415,0.0120934281650648,0.312168592652188,"Carcharhiniformes","Selachii","0",0.001748844,"LC",44.1362411776048,0.0771874005660071,"NoT"
"514","Iago omanensis",0.000297174439209547,0.000157647653152251,0.169793770563762,"Carcharhiniformes","Selachii","0",0.001748844,"LC",44.1362411776048,0.0771874005660071,"NoT"
"515","Indobatis ori",0.000374355251532064,1.37366132346947e-05,0.214085017883748,"Rajiformes","Batoidea","0",0.001748844,"LC",19.200954123051,0.0335794734123731,"NoT"
"516","Insentiraja laxipella",0.000358162808181313,7.59352041912786e-06,0.204828830643834,"Rajiformes","Batoidea","0",0.001748844,"LC",5.36229883587737,0.00937782414533112,"NoT"
"517","Insentiraja subtilispinosa",0.000549782537878663,2.5477880818004e-05,0.314430054743459,"Rajiformes","Batoidea","0",0.001748844,"LC",5.36229883587737,0.00937782414533112,"NoT"
"518","Irolita waitii",0.00042884485284025,9.07724616677455e-05,0.245177960411549,"Rajiformes","Batoidea","0",0.001748844,"LC",19.5607266187441,0.0342086593828309,"NoT"
"519","Irolita westraliensis",0.00496536206146204,1.76911203009478e-05,0.0497593198535583,"Rajiformes","Batoidea","2",0.1,"VU",15.7579673948059,1.57579673948059,"AT"
"520","Isistius brasiliensis",0.00143849237523307,0.323123879396837,0.499724610148867,"Squaliformes","Selachii","0",0.001748844,"LC",24.0586055171731,0.0420747479070751,"NoT"
"521","Isistius plutodus",0.00188487852991725,0.482497120671708,0.595801920078629,"Squaliformes","Selachii","0",0.001748844,"LC",24.0586055170831,0.0420747479069177,"NoT"
"522","Isogomphodon oxyrhynchus",0.715374029861144,0.29270350393377,0.582837412694673,"Carcharhiniformes","Selachii","4",0.999023438,"CR",13.585296414672,13.5720295304347,"AT"
