"","Species","Family","Order","Superorder","habitat","vertical","terrestriality","thermo","feeding","diet","max.length","type of length"
"724","Pristiophorus cirratus","Pristiophoridae","Pristiophoriformes","Selachii","shelf/slope","benthic","no","ecto","macropredator","inverts/fish","149","TL"
"725","Pristiophorus delicatus","Pristiophoridae","Pristiophoriformes","Selachii","slope","benthic","no","ecto","macropredator","NA","95","TL"
"726","Pristiophorus japonicus","Pristiophoridae","Pristiophoriformes","Selachii","shelf/slope","benthic","no","ecto","macropredator","inverts","153","TL"
"727","Pristiophorus nancyae","Pristiophoridae","Pristiophoriformes","Selachii","slope","benthic","no","ecto","macropredator","inverts","62","TL"
"728","Pristiophorus nudipinnis","Pristiophoridae","Pristiophoriformes","Selachii","shelf","benthic","no","ecto","macropredator","NA","124","TL"
"729","Pristiophorus schroederi","Pristiophoridae","Pristiophoriformes","Selachii","slope","benthopelagic","no","ecto","macropredator","NA","87","TL"
"730","Pristis clavata","Pristidae","Rhinopristiformes","Batoidea","shelf","benthic","brackish","ecto","macropredator","NA","310","TL"
"731","Pristis pectinata","Pristidae","Rhinopristiformes","Batoidea","shelf","benthic","freshwater","ecto","macropredator","inverts/fish","554","TL"
"732","Pristis pristis","Pristidae","Rhinopristiformes","Batoidea","shelf","benthic","freshwater","ecto","macropredator","inverts/fish","700","TL"
"733","Pristis zijsron","Pristidae","Rhinopristiformes","Batoidea","shelf","benthic","freshwater","ecto","macropredator","inverts/fish","730","TL"
"734","Proscyllium habereri","Proscylliidae","Carcharhiniformes","Selachii","shelf","benthic","no","ecto","macropredator","inverts/fish","65","TL"
"735","Psammobatis bergi","Arhynchobatidae","Rajiformes","Batoidea","shelf","benthic","no","ecto","macropredator","inverts/fish","61","TL"
"736","Psammobatis extenta","Arhynchobatidae","Rajiformes","Batoidea","shelf","benthic","no","ecto","macropredator","inverts","35","TL"
"737","Psammobatis lentiginosa","Arhynchobatidae","Rajiformes","Batoidea","shelf","benthic","no","ecto","macropredator","inverts/fish","55","TL"
"738","Psammobatis normani","Arhynchobatidae","Rajiformes","Batoidea","shelf/slope","benthic","no","ecto","macropredator","inverts","58","TL"
"739","Psammobatis parvacauda","Arhynchobatidae","Rajiformes","Batoidea","shelf","benthic","no","ecto","macropredator","NA","36","TL"
"740","Psammobatis rudis","Arhynchobatidae","Rajiformes","Batoidea","shelf/slope","benthic","no","ecto","macropredator","inverts/fish","53","TL"
"741","Psammobatis rutrum","Arhynchobatidae","Rajiformes","Batoidea","shelf","benthic","no","ecto","macropredator","inverts","32","TL"
"742","Psammobatis scobina","Arhynchobatidae","Rajiformes","Batoidea","shelf/slope","benthic","no","ecto","macropredator","inverts/fish","50","TL"
"743","Pseudocarcharias kamoharai","Pseudocarchariidae","Lamniformes","Selachii","all","pelagic","no","ecto","macropredator","inverts/fish","122","TL"
"744","Pseudoginglymostoma brevicaudatum","Ginglymostomatidae","Orectolobiformes","Selachii","shelf","benthic","no","ecto","macropredator","NA","75","TL"
"745","Pseudoraja fischeri","Arhynchobatidae","Rajiformes","Batoidea","slope","benthic","no","ecto","macropredator","NA","58","TL"
"746","Pseudotriakis microdon","Pseudotriakidae","Carcharhiniformes","Selachii","all","benthopelagic","no","ecto","macropredator","inverts/fish","296","TL"
"747","Pteroplatytrygon violacea","Dasyatidae","Myliobatiformes","Batoidea","all","pelagic","no","ecto","macropredator","inverts/fish","80","DW"
"748","Raja ackleyi","Rajidae","Rajiformes","Batoidea","shelf","benthic","no","ecto","macropredator","NA","41","TL"
"749","Raja asterias","Rajidae","Rajiformes","Batoidea","shelf/slope","benthic","no","ecto","macropredator","inverts/fish","94","TL"
"750","Raja bahamensis","Rajidae","Rajiformes","Batoidea","slope","benthic","no","ecto","macropredator","NA","54","TL"
"751","Raja binoculata","Rajidae","Rajiformes","Batoidea","shelf/slope","benthic","no","ecto","macropredator","inverts/fish","244","TL"
"752","Raja brachyura","Rajidae","Rajiformes","Batoidea","shelf/slope","benthic","no","ecto","macropredator","inverts/fish","120","TL"
"753","Raja cervigoni","Rajidae","Rajiformes","Batoidea","shelf","benthic","no","ecto","macropredator","NA","51","TL"
"754","Raja chinensis","Rajidae","Rajiformes","Batoidea","shelf","benthic","no","ecto","macropredator","NA","68","TL"
"755","Raja clavata","Rajidae","Rajiformes","Batoidea","shelf/slope","benthic","no","ecto","macropredator","inverts/fish","130","TL"
"756","Raja cortezensis","Rajidae","Rajiformes","Batoidea","shelf","benthic","no","ecto","macropredator","NA","39","TL"
